,name,sid,race,college,psat,gpa,honors,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9
830,Kayla Su,831,latino,Cappybara Community College,83.0,1.9141602799158113,0,,,,,,,,,,
831,Zahra Bashyakarla,832,aa,Starfish University,207.0,3.720109818873289,4,,,,,,,,,,
832,Nick Ashktorab,833,aa,Institute of Banana Harvesting,60,1.5599229806739687,6,,,,,,,,,,
833,Vidhur Auerbach,834,aa,Mount Yo-yo College,68.0,1.9449906570504587,10,,,,,,,,,,
834,Matt Alice,835,latino,Mount Yo-yo College,76.0,1.8754203597902763,1,,,,,,,,,,
835,John Ghani,836,other,Institute of Banana Harvesting,60,1.7359316557473874,10,,,,,,,,,,
836,Zahra Leiby,837,aa,Cappybara Community College,113.0,2.640332092791168,3,,,,,,,,,,
837,Sophia Lin,838,other,Cappybara Community College,60,1.371931628632097,8,,,,,,,,,,
838,Michelangelo Brock,839,aa,Cranberry Lemon University,240,3.914725851788216,6,,,,,,,,,,
839,John D'Agnostino,840,other,Aardvark University,188.0,2.9775635439693864,8,,,,,,,,,,
840,Varoon Brown,841,white,Aardvark University,124.0,2.855202442285835,3,,,,,,,,,,
841,Rayid Plagge,842,aa,Aardvark University,174.0,2.8329823976097006,10,,,,,,,,,,
842,Matt Auerbach,843,other,Starfish University,216.0,3.714385562461456,5,,,,,,,,,,
843,Nick Rowe,844,aa,Cranberry Lemon University,240,3.3632032606075146,3,,,,,,,,,,
844,Nathan Brown,845,other,Mount Yo-yo College,101.0,1.9575808485098687,7,,,,,,,,,,
845,Sam Vohra,846,aa,Aardvark University,147.0,1.7123689144903451,6,,,,,,,,,,
846,Andrea Velez,847,other,Starfish University,240,3.9254183229434574,3,,,,,,,,,,
847,Tom Vohra,848,latino,Whale University,183.0,3.370911562999375,8,,,,,,,,,,
848,Elena Vohra,849,aa,Cranberry Lemon University,167.0,2.4207893682632915,0,,,,,,,,,,
849,Allen Brock,850,white,Whale University,138.0,1.8031852165960418,4,,,,,,,,,,
850,Edward Mader,851,latino,Starfish University,240,3.888726185836571,3,,,,,,,,,,
851,Sophia Adhikari,852,other,Whale University,171.0,2.736488905677735,2,,,,,,,,,,
852,Elena Brock,853,white,Cranberry Lemon University,240,3.5161158554144203,7,,,,,,,,,,
853,Sophia McFowland,854,aa,Aardvark University,158.0,2.3765661529330373,0,,,,,,,,,,
854,Kayla Rowe,855,other,Whale University,73.0,1.7485430364932149,3,,,,,,,,,,
855,Zahra Jacobs,856,aa,Aardvark University,115.0,1.776180087346934,10,,,,,,,,,,
856,Nihar Bashyakarla,857,latino,Aardvark University,153.0,3.0735169379847784,2,,,,,,,,,,
857,Jonathan Alice,858,other,Institute of Banana Harvesting,65.0,1.0065968583326526,7,,,,,,,,,,
858,Zahra Alice,859,latino,Cappybara Community College,106.0,1.227441842072757,3,,,,,,,,,,
859,Sam Velez,860,white,Starfish University,240.0,3.5977138213330973,6,,,,,,,,,,
860,Edward Velez,861,other,Mount Yo-yo College,80.0,1.9476305186736274,1,,,,,,,,,,
861,Andrea Gee,862,latino,Aardvark University,102.0,1.4201097291958131,10,,,,,,,,,,
862,Matt Rowe,863,white,Cappybara Community College,90.0,1.193246480554965,0,,,,,,,,,,
863,Nick Auerbach,864,latino,Cranberry Lemon University,228.0,3.8284158170808023,9,,,,,,,,,,
864,Michelangelo Lin,865,aa,Aardvark University,96.0,1.0730552348303029,0,,,,,,,,,,
865,Juan-Pablo Brock,866,white,Institute of Banana Harvesting,214.0,2.7551347970510376,5,,,,,,,,,,
866,Chris Ghani,867,white,Mount Yo-yo College,89.0,1.2258983966064545,10,,,,,,,,,,
867,Michelangelo Brock,868,latino,Cappybara Community College,60,1.6919685297642073,4,,,,,,,,,,
868,Kayla Auerbach,869,aa,Whale University,171.0,3.133062309054804,2,,,,,,,,,,
869,Elena Vohra,870,other,Mount Yo-yo College,80.0,1.7448908727708368,7,,,,,,,,,,
870,Paul Eneva,871,aa,Institute of Banana Harvesting,158.0,2.346879602259293,10,,,,,,,,,,
871,Juan-Pablo Meinshausen,872,white,Starfish University,208.0,3.334873842593301,3,,,,,,,,,,
872,Tom Jacobs,873,aa,Cappybara Community College,74.0,1.7347427418090726,4,,,,,,,,,,
873,Juan-Pablo Alice,874,white,Cappybara Community College,125.0,2.7023815476067927,10,,,,,,,,,,
874,Vidhur Eneva,875,latino,Starfish University,152.0,2.0503006944221775,5,,,,,,,,,,
875,Sophia Mader,876,latino,Aardvark University,102.0,2.42113588161956,0,,,,,,,,,,
876,Vidhur Velez,877,other,Cranberry Lemon University,199.0,2.852185163301464,9,,,,,,,,,,
877,Chris Meinshausen,878,other,Cappybara Community College,95.0,1.8847080996264816,9,,,,,,,,,,
878,Nick Vohra,879,white,Cappybara Community College,130.0,2.975021938580534,9,,,,,,,,,,
879,Vidhur Gee,880,aa,Institute of Banana Harvesting,111.0,1.659810651444408,0,,,,,,,,,,
880,Michelangelo Brown,881,latino,Aardvark University,125.0,1.845771371175398,9,,,,,,,,,,
881,Allen Rowe,882,white,Starfish University,240,3.572996709279444,5,,,,,,,,,,
882,Allen Su,883,other,Starfish University,222.0,3.957479524675977,2,,,,,,,,,,
883,Andrea Ghani,884,other,Institute of Banana Harvesting,116.0,2.574710573265712,0,,,,,,,,,,
884,Paul Velez,885,latino,Starfish University,204.0,3.662538320995015,6,,,,,,,,,,
885,Edward Rowe,886,aa,Cranberry Lemon University,210.0,3.6341733410774752,0,,,,,,,,,,
886,Vidhur McFowland,887,white,Starfish University,145.0,3.1732268210981194,9,,,,,,,,,,
887,Edward Jacobs,888,other,Mount Yo-yo College,87.0,1.8306314927117717,4,,,,,,,,,,
888,John Alice,889,latino,Mount Yo-yo College,88.0,1.7490881824491635,2,,,,,,,,,,
889,Nihar Auerbach,890,white,Institute of Banana Harvesting,119.0,1.160723885535755,3,,,,,,,,,,
890,Nathan Shah,891,aa,Mount Yo-yo College,132.0,1.6980447443682638,0,,,,,,,,,,
891,Tom Plagge,892,white,Cappybara Community College,136.0,1.5212873127033866,7,,,,,,,,,,
892,Chris Lin,893,white,Starfish University,205.0,3.7009048556305464,0,,,,,,,,,,
893,Nathan Ashktorab,894,white,Cappybara Community College,111.0,1.3373501112399717,1,,,,,,,,,,
894,Juan-Pablo Brock,895,other,Whale University,121.0,2.5654721508078193,0,,,,,,,,,,
895,Juan-Pablo Ghani,896,white,Whale University,158.0,2.490013348756844,7,,,,,,,,,,
896,Sophia Brown,897,latino,Aardvark University,100.0,1.2330687170686323,0,,,,,,,,,,
897,Vidhur Velez,898,aa,Starfish University,176.0,3.2809694489950925,6,,,,,,,,,,
898,Sam Ashktorab,899,white,Cappybara Community College,123.0,2.693896522375489,3,,,,,,,,,,
899,Edward Adhikari,900,white,Institute of Banana Harvesting,60,1.1770957271918525,6,,,,,,,,,,
900,Nick Plagge,901,white,Mount Yo-yo College,113.0,2.0177352007621803,6,,,,,,,,,,
901,Michelangelo Alice,902,latino,Whale University,112.0,1.7544304387865621,9,,,,,,,,,,
902,Juan-Pablo D'Agnostino,903,latino,Institute of Banana Harvesting,60,1.600601056537458,10,,,,,,,,,,
903,Rayid Brown,904,white,Institute of Banana Harvesting,110.0,1.2634709288769321,3,,,,,,,,,,
904,Allen Brown,905,white,Cranberry Lemon University,210.0,3.911454258071659,1,,,,,,,,,,
905,Jonathan Meinshausen,906,aa,Institute of Banana Harvesting,60,1.5585336630081421,2,,,,,,,,,,
906,Nihar Brown,907,aa,Whale University,127.0,2.409464835357442,3,,,,,,,,,,
907,Chris Alice,908,aa,Cappybara Community College,94.0,1.7734646257403672,1,,,,,,,,,,
908,Elena Adhikari,909,latino,Whale University,189.0,3.1703833972782403,8,,,,,,,,,,
909,John Meinshausen,910,other,Cappybara Community College,128.0,1.9654134147041111,1,,,,,,,,,,
910,Kayla D'Agnostino,911,aa,Institute of Banana Harvesting,64.0,1.4796088832037801,5,,,,,,,,,,
911,Sophia Ashktorab,912,white,Institute of Banana Harvesting,75.0,1.5516567403480273,5,,,,,,,,,,
912,Juan-Pablo Vohra,913,white,Starfish University,135.0,2.9608050670843697,8,,,,,,,,,,
913,Jonathan Ashktorab,914,aa,Mount Yo-yo College,60,1.0607768236335793,4,,,,,,,,,,
914,Sophia Eneva,915,other,Aardvark University,62.0,1.3664028931440257,9,,,,,,,,,,
915,Jonathan Brown,916,other,Starfish University,184.0,2.7821551345279647,0,,,,,,,,,,
916,Rayid Eneva,917,other,Whale University,167.0,3.2914584848282544,6,,,,,,,,,,
917,Juan-Pablo Bashyakarla,918,latino,Aardvark University,107.0,2.2884660814155215,7,,,,,,,,,,
918,Sophia Auerbach,919,aa,Mount Yo-yo College,127.0,1.6604009970919489,10,,,,,,,,,,
919,Nick D'Agnostino,920,other,Whale University,106.0,1.0234743221883402,1,,,,,,,,,,
920,Allen D'Agnostino,921,other,Mount Yo-yo College,84.0,1.6716284485114372,10,,,,,,,,,,
921,Edward Auerbach,922,aa,Cappybara Community College,164.0,2.218179264129741,0,,,,,,,,,,
922,Michelangelo Velez,923,white,Institute of Banana Harvesting,158.0,2.8303305882482457,5,,,,,,,,,,
923,Kayla Eneva,924,aa,Starfish University,201.0,3.7825206328307512,8,,,,,,,,,,
924,Matt Brown,925,aa,Aardvark University,94.0,1.632764286741248,1,,,,,,,,,,
925,Kayla Eneva,926,aa,Cappybara Community College,83.0,1.0635394351457776,8,,,,,,,,,,
926,Paul Adhikari,927,other,Starfish University,176.0,3.265825138733709,0,,,,,,,,,,
927,Kayla Brock,928,other,Whale University,148.0,2.3725143311837043,4,,,,,,,,,,
928,Nick Plagge,929,white,Institute of Banana Harvesting,79.0,1.4982026498581855,5,,,,,,,,,,
929,Matt Meinshausen,930,aa,Cranberry Lemon University,240,3.7961830901929106,4,,,,,,,,,,
930,Vidhur Leiby,931,aa,Institute of Banana Harvesting,60,1.5771305660087251,2,,,,,,,,,,
931,Matt Velez,932,white,Starfish University,196.0,3.5005571564476496,4,,,,,,,,,,
932,Tom Adhikari,933,other,Whale University,200.0,2.8614254824686185,5,,,,,,,,,,
933,Matt Alice,934,other,Aardvark University,107.0,1.41070000063639,0,,,,,,,,,,
934,Chris D'Agnostino,935,aa,Cappybara Community College,164.0,2.372128829595632,2,,,,,,,,,,
935,Edward McFowland,936,latino,Cappybara Community College,71.0,1.7475762815605376,5,,,,,,,,,,
936,John Plagge,937,other,Aardvark University,154.0,1.8897410865090127,6,,,,,,,,,,
937,Allen McFowland,938,aa,Whale University,203.0,3.978203463757176,3,,,,,,,,,,
938,Nathan Adhikari,939,aa,Starfish University,216.0,3.308550305340744,0,,,,,,,,,,
939,Kayla Brown,940,white,Aardvark University,118.0,1.6445606563311308,2,,,,,,,,,,
940,Nathan Jacobs,941,aa,Aardvark University,175.0,2.506148193327588,8,,,,,,,,,,
941,Matt Meinshausen,942,other,Cappybara Community College,67.0,1.278820952876036,1,,,,,,,,,,
942,John Lin,943,latino,Starfish University,240,3.6393285524687613,1,,,,,,,,,,
943,Chris Auerbach,944,latino,Aardvark University,160.0,2.0821995067586414,9,,,,,,,,,,
944,Tom Alice,945,other,Cranberry Lemon University,172.0,3.2624193724284227,8,,,,,,,,,,
945,Tom Su,946,other,Cranberry Lemon University,240,3.635069342885728,5,,,,,,,,,,
946,Nathan Su,947,latino,Aardvark University,141.0,2.4619604343511714,1,,,,,,,,,,
947,Michelangelo Su,948,white,Starfish University,229.0,3.81048697470827,8,,,,,,,,,,
948,Andrea Jacobs,949,latino,Cappybara Community College,132.0,2.8049186231818712,4,,,,,,,,,,
949,Edward Meinshausen,950,white,Whale University,130.0,2.51076957893754,1,,,,,,,,,,
950,Juan-Pablo Rowe,951,other,Aardvark University,159.0,3.460452224066667,8,,,,,,,,,,
951,John Brown,952,aa,Cappybara Community College,137.0,1.6306689583469571,2,,,,,,,,,,
952,Jonathan D'Agnostino,953,aa,Cappybara Community College,63.0,1.0000277188424553,2,,,,,,,,,,
953,Kayla Gee,954,latino,Cappybara Community College,77.0,1.9863453597739706,5,,,,,,,,,,
954,Rayid Su,955,white,Institute of Banana Harvesting,60,1.0655867288003482,3,,,,,,,,,,
955,Kayla McFowland,956,other,Cranberry Lemon University,162.0,3.337069122493211,4,,,,,,,,,,
956,Matt Ghani,957,aa,Whale University,111.0,1.6058923287525566,1,,,,,,,,,,
957,Nathan Ashktorab,958,aa,Starfish University,183.0,2.865908482280365,9,,,,,,,,,,
958,Matt Leiby,959,aa,Aardvark University,136.0,2.679713441146531,2,,,,,,,,,,
959,Juan-Pablo Adhikari,960,latino,Starfish University,152.0,3.2718149986097527,9,,,,,,,,,,
960,Vidhur Meinshausen,961,white,Cappybara Community College,120.0,1.2623401784302368,5,,,,,,,,,,
961,Matt Ashktorab,962,aa,Whale University,155.0,2.4712498576878636,0,,,,,,,,,,
962,Edward Meinshausen,963,white,Institute of Banana Harvesting,149.0,1.9316198276238388,0,,,,,,,,,,
963,John Brown,964,white,Cranberry Lemon University,240,3.570999114545361,7,,,,,,,,,,
964,Sophia Leiby,965,white,Cranberry Lemon University,210.0,3.884749012081609,6,,,,,,,,,,
965,Andrea Auerbach,966,white,Whale University,174.0,2.3951371336132175,5,,,,,,,,,,
966,Sophia Eneva,967,other,Whale University,146.0,2.8136839991865563,3,,,,,,,,,,
967,Varoon Vohra,968,aa,Starfish University,240.0,3.5695445946383986,2,,,,,,,,,,
968,Matt Velez,969,latino,Mount Yo-yo College,116.0,1.2707536668533566,3,,,,,,,,,,
969,Vidhur Leiby,970,other,Mount Yo-yo College,80.0,1.6987479827720406,0,,,,,,,,,,
970,Sam McFowland,971,other,Mount Yo-yo College,76.0,1.8874025662827187,10,,,,,,,,,,
971,Edward Ghani,972,latino,Whale University,127.0,2.886157438724158,8,,,,,,,,,,
972,Edward Su,973,aa,Starfish University,191.0,3.9042354821297036,8,,,,,,,,,,
973,Matt Ghani,974,aa,Cappybara Community College,83.0,1.5995813661187603,5,,,,,,,,,,
974,Nick Plagge,975,latino,Cappybara Community College,60,1.2664495571688974,7,,,,,,,,,,
975,Nathan Su,976,other,Institute of Banana Harvesting,77.0,1.7881439690841399,3,,,,,,,,,,
976,Michelangelo D'Agnostino,977,aa,Cappybara Community College,98.0,1.9874825350309844,3,,,,,,,,,,
977,Sam Velez,978,white,Whale University,189.0,3.174843928069527,6,,,,,,,,,,
978,Vidhur Lin,979,latino,Aardvark University,176.0,2.608743276601028,0,,,,,,,,,,
979,Tom McFowland,980,aa,Whale University,218.0,3.004691097790733,2,,,,,,,,,,
980,Zahra Mader,981,white,Starfish University,203.0,3.935677854977982,10,,,,,,,,,,
981,Michelangelo Su,982,aa,Cranberry Lemon University,240,3.6297283645648415,2,,,,,,,,,,
982,Nihar Ghani,983,other,Starfish University,195.0,3.728370977096561,10,,,,,,,,,,
983,Kayla Jacobs,984,aa,Mount Yo-yo College,60,1.2703655713812165,9,,,,,,,,,,
984,Michelangelo Gee,985,latino,Cappybara Community College,115.0,1.58093396227379,0,,,,,,,,,,
985,Kayla Eneva,986,white,Cranberry Lemon University,240,3.6847707206887943,5,,,,,,,,,,
986,Juan-Pablo Brock,987,other,Institute of Banana Harvesting,60,1.47115569109387,2,,,,,,,,,,
987,Zahra Mader,988,latino,Whale University,177.0,3.011788572577959,8,,,,,,,,,,
988,Andrea Adhikari,989,other,Starfish University,118.0,2.2586368412261173,4,,,,,,,,,,
989,Zahra Ashktorab,990,white,Cranberry Lemon University,240,3.8854777873888144,7,,,,,,,,,,
990,Varoon Meinshausen,991,aa,Cappybara Community College,125.0,2.7577305881846383,5,,,,,,,,,,
991,Nick Su,992,other,Starfish University,141.0,2.7154124256913907,4,,,,,,,,,,
992,Allen Ashktorab,993,other,Institute of Banana Harvesting,60,1.2239537250236812,2,,,,,,,,,,
993,Sophia Velez,994,other,Starfish University,221.0,3.439513897625207,10,,,,,,,,,,
994,Matt D'Agnostino,995,white,Institute of Banana Harvesting,60,1.449764842477471,4,,,,,,,,,,
995,Matt Ashktorab,996,other,Mount Yo-yo College,96.0,2.1925343556068473,0,,,,,,,,,,
996,Juan-Pablo Su,997,white,Cranberry Lemon University,196.0,3.601435397533583,6,,,,,,,,,,
997,John Vohra,998,latino,Mount Yo-yo College,60,1.6227777789276927,6,,,,,,,,,,
998,Elena Auerbach,999,latino,Mount Yo-yo College,95.0,1.1372840497512748,9,,,,,,,,,,
999,Paul Gee,1000,white,Institute of Banana Harvesting,105.0,1.7806981970990883,0,,,,,,,,,,
1000,Tom Velez,1001,white,Starfish University,158.0,3.2759615042682375,0,,,,,,,,,,
1001,Zahra Bashyakarla,1002,other,Starfish University,181.0,2.4601297055299725,4,,,,,,,,,,
1002,Sophia McFowland,1003,white,Cappybara Community College,111.0,1.9511286398666812,9,,,,,,,,,,
1003,Elena Shah,1004,latino,Starfish University,133.0,2.7571337839766277,4,,,,,,,,,,
1004,Elena Rowe,1005,white,Starfish University,227.0,3.048827278399305,3,,,,,,,,,,
1005,Tom D'Agnostino,1006,white,Cappybara Community College,100.0,1.989937363394679,4,,,,,,,,,,
1006,John Bashyakarla,1007,white,Mount Yo-yo College,93.0,2.37359243780253,9,,,,,,,,,,
1007,Nihar Velez,1008,aa,Cappybara Community College,124.0,2.4909518758679874,9,,,,,,,,,,
1008,Nihar Ghani,1009,latino,Mount Yo-yo College,116.0,1.4412356851005397,2,,,,,,,,,,
1009,Sam Su,1010,white,Mount Yo-yo College,107.0,1.5342885224456366,0,,,,,,,,,,
1010,John Brock,1011,white,Starfish University,165.0,3.5034508447546986,7,,,,,,,,,,
1011,Nathan McFowland,1012,white,Whale University,66.0,1.1106833345429274,1,,,,,,,,,,
1012,Vidhur McFowland,1013,other,Starfish University,196.0,3.8983293702134465,2,,,,,,,,,,
1013,Elena Alice,1014,latino,Cranberry Lemon University,159.0,3.238751922804905,5,,,,,,,,,,
1014,Chris Alice,1015,white,Aardvark University,133.0,2.8483649330047305,3,,,,,,,,,,
1015,Kayla Shah,1016,white,Mount Yo-yo College,67.0,1.46117231959633,1,,,,,,,,,,
1016,Zahra Shah,1017,white,Aardvark University,109.0,1.7992713678594194,10,,,,,,,,,,
1017,Tom D'Agnostino,1018,other,Institute of Banana Harvesting,72.0,1.90191079780579,4,,,,,,,,,,
1018,Sam Plagge,1019,white,Mount Yo-yo College,92.0,1.0884446609491323,4,,,,,,,,,,
1019,Varoon Su,1020,aa,Whale University,199.0,3.0015334973319088,10,,,,,,,,,,
1020,Allen Auerbach,1021,aa,Cranberry Lemon University,240,3.7444714527611134,2,,,,,,,,,,
1021,Sophia Adhikari,1022,latino,Whale University,186.0,2.625637709493348,7,,,,,,,,,,
1022,Chris Velez,1023,other,Aardvark University,162.0,2.8046791876887434,8,,,,,,,,,,
1023,Varoon Velez,1024,latino,Whale University,208.0,3.7311341066252934,9,,,,,,,,,,
1024,Chris Auerbach,1025,latino,Aardvark University,135.0,2.5705869941583193,6,,,,,,,,,,
1025,Chris McFowland,1026,latino,Whale University,142.0,2.3095461979771743,0,,,,,,,,,,
1026,Paul Alice,1027,aa,Cappybara Community College,106.0,1.3974218638825118,9,,,,,,,,,,
1027,Paul Brown,1028,other,Whale University,179.0,2.5470392762201994,0,,,,,,,,,,
1028,Tom Velez,1029,other,Mount Yo-yo College,98.0,1.0210305919163334,8,,,,,,,,,,
1029,Tom Meinshausen,1030,white,Aardvark University,60,1.289650964367439,1,,,,,,,,,,
1030,Kayla McFowland,1031,aa,Whale University,156.0,2.0880232070235767,1,,,,,,,,,,
1031,Sam Ghani,1032,latino,Cappybara Community College,109.0,1.874444957079652,1,,,,,,,,,,
1032,Zahra D'Agnostino,1033,latino,Starfish University,197.0,2.874544410419521,2,,,,,,,,,,
1033,Sam Auerbach,1034,latino,Institute of Banana Harvesting,91.0,1.319509727878802,8,,,,,,,,,,
1034,Jonathan Meinshausen,1035,white,Aardvark University,124.0,2.6552795387300483,4,,,,,,,,,,
1035,Sam Brown,1036,other,Mount Yo-yo College,76.0,1.2718131103801191,0,,,,,,,,,,
1036,Paul Su,1037,latino,Whale University,137.0,1.7792363252965253,5,,,,,,,,,,
1037,Kayla Velez,1038,white,Whale University,205.0,3.0437283765278216,7,,,,,,,,,,
1038,Andrea Lin,1039,aa,Institute of Banana Harvesting,60,1.155000155167513,8,,,,,,,,,,
1039,Edward Lin,1040,other,Cranberry Lemon University,240,3.7465146020973394,3,,,,,,,,,,
1040,Allen Su,1041,white,Institute of Banana Harvesting,67.0,1.1964627326706045,7,,,,,,,,,,
1041,Paul Jacobs,1042,white,Starfish University,240.0,3.4153651257261513,2,,,,,,,,,,
1042,Vidhur Bashyakarla,1043,other,Starfish University,189.0,2.5706022563272235,9,,,,,,,,,,
1043,Edward Brock,1044,aa,Mount Yo-yo College,107.0,2.4480709654561053,0,,,,,,,,,,
1044,Allen Jacobs,1045,latino,Whale University,178.0,2.6421801168427033,6,,,,,,,,,,
1045,Vidhur Brown,1046,white,Cranberry Lemon University,163.0,2.189453905286287,2,,,,,,,,,,
1046,Kayla Leiby,1047,other,Institute of Banana Harvesting,74.0,1.5586052887691215,4,,,,,,,,,,
1047,Sam Alice,1048,white,Cappybara Community College,111.0,1.6213404230933444,2,,,,,,,,,,
1048,Sam McFowland,1049,white,Aardvark University,98.0,2.0189126291558246,8,,,,,,,,,,
1049,Jonathan Ghani,1050,white,Starfish University,145.0,2.2527446331010297,1,,,,,,,,,,
1050,Nathan Mader,1051,aa,Starfish University,232.0,3.9582698979822526,2,,,,,,,,,,
1051,Nihar Brown,1052,aa,Cappybara Community College,94.0,1.8313561789930446,6,,,,,,,,,,
1052,Andrea Rowe,1053,other,Starfish University,158.0,2.9567117543932877,4,,,,,,,,,,
1053,Michelangelo Eneva,1054,white,Institute of Banana Harvesting,106.0,1.6988258312323312,8,,,,,,,,,,
1054,Sophia Lin,1055,latino,Aardvark University,141.0,2.4830668653498935,4,,,,,,,,,,
1055,Sam Shah,1056,latino,Cappybara Community College,105.0,2.2266288236114242,0,,,,,,,,,,
1056,Kayla Meinshausen,1057,aa,Whale University,187.0,3.793592897127609,3,,,,,,,,,,
1057,Edward Mader,1058,latino,Starfish University,198.0,3.314828522478328,7,,,,,,,,,,
1058,Sophia Plagge,1059,white,Cranberry Lemon University,219.0,3.9207561949390866,6,,,,,,,,,,
1059,Zahra Meinshausen,1060,aa,Starfish University,152.0,1.7805171558640374,2,,,,,,,,,,
1060,Nihar McFowland,1061,latino,Cappybara Community College,170.0,2.7736974223419804,2,,,,,,,,,,
